0.0,8.0,2.0,3.0,0.07680815471091407
6.0,7.0,1.0,6.0,0.17941004675884709
0.0,8.0,2.0,3.0,0.07680815471091407
1.0,8.0,2.0,3.0,0.07781214556658922
0.0,8.0,2.0,2.0,0.08343396019775384
0.0,8.0,2.0,4.0,0.07595665460351464
1.0,9.0,2.0,4.0,0.09544343759038187
0.0,7.0,3.0,4.0,0.06035138920584404
1.0,7.0,3.0,3.0,0.06223756120484247
1.0,7.0,4.0,4.0,0.06429567021063987
0.0,6.0,3.0,3.0,0.05424310710517943
0.0,5.0,3.0,3.0,0.05309429131964505
0.0,5.0,3.0,4.0,0.05231382619666647
0.0,5.0,2.0,4.0,0.05501011441908288
